Z,A,E,Theta,omega,sigma,error,citation
79,197,4.045,23.0,1.245,1795.0,19.75,Arrington:1998ps
79,197,4.045,23.0,1.23,1706.0,19.28,Arrington:1998ps
79,197,4.045,23.0,1.215,1680.0,19.32,Arrington:1998ps
79,197,4.045,23.0,1.2,1645.0,19.25,Arrington:1998ps
79,197,4.045,23.0,1.185,1589.0,19.07,Arrington:1998ps
79,197,4.045,23.0,1.17,1538.0,18.92,Arrington:1998ps
79,197,4.045,23.0,1.155,1467.0,18.63,Arrington:1998ps
79,197,4.045,23.0,1.14,1419.0,18.45,Arrington:1998ps
79,197,4.045,23.0,1.125,1339.0,18.08,Arrington:1998ps
79,197,4.045,23.0,1.11,1279.0,10.62,Arrington:1998ps
79,197,4.045,23.0,1.095,1204.0,10.23,Arrington:1998ps
79,197,4.045,23.0,1.08,1121.0,9.753,Arrington:1998ps
79,197,4.045,23.0,1.065,1104.0,9.715,Arrington:1998ps
79,197,4.045,23.0,1.05,1033.0,9.4,Arrington:1998ps
79,197,4.045,23.0,1.035,975.0,9.165,Arrington:1998ps
79,197,4.045,23.0,1.02,945.1,9.073,Arrington:1998ps
79,197,4.045,23.0,1.005,886.8,8.957,Arrington:1998ps
79,197,4.045,23.0,0.99,833.9,8.839,Arrington:1998ps
79,197,4.045,23.0,0.975,777.3,8.706,Arrington:1998ps
79,197,4.045,23.0,0.96,701.5,9.33,Arrington:1998ps
79,197,4.045,23.0,0.945,673.2,9.222999999999999,Arrington:1998ps
79,197,4.045,23.0,0.93,616.1,8.872,Arrington:1998ps
79,197,4.045,23.0,0.915,554.7,8.542,Arrington:1998ps
79,197,4.045,23.0,0.9,497.5,8.158999999999999,Arrington:1998ps
79,197,4.045,23.0,0.885,429.8,7.607,Arrington:1998ps
79,197,4.045,23.0,0.87,405.3,7.497999999999999,Arrington:1998ps
79,197,4.045,23.0,0.855,344.9,6.932,Arrington:1998ps
79,197,4.045,23.0,0.84,282.1,6.319,Arrington:1998ps
79,197,4.045,23.0,0.825,249.1,5.952999999999999,Arrington:1998ps
79,197,4.045,23.0,0.81,221.2,5.574,Arrington:1998ps
79,197,4.045,23.0,0.795,167.7,4.696000000000001,Arrington:1998ps
79,197,4.045,23.0,0.78,143.8,4.4719999999999995,Arrington:1998ps
79,197,4.045,23.0,0.765,124.2,1.6640000000000001,Arrington:1998ps
79,197,4.045,23.0,0.75,104.9,1.5,Arrington:1998ps
79,197,4.045,23.0,0.735,88.09,1.348,Arrington:1998ps
79,197,4.045,23.0,0.72,72.53,1.2109999999999999,Arrington:1998ps
79,197,4.045,23.0,0.705,60.39,1.087,Arrington:1998ps
79,197,4.045,23.0,0.69,50.12,0.9773,Arrington:1998ps
79,197,4.045,23.0,0.675,40.57,0.8723,Arrington:1998ps
79,197,4.045,23.0,0.66,35.06,0.8099,Arrington:1998ps
79,197,4.045,23.0,0.645,29.0,0.7366,Arrington:1998ps
79,197,4.045,23.0,0.63,23.4,0.6599,Arrington:1998ps
79,197,4.045,23.0,0.615,19.74,0.61,Arrington:1998ps
79,197,4.045,23.0,0.6,16.66,0.5614,Arrington:1998ps
79,197,4.045,23.0,0.585,12.99,0.4975,Arrington:1998ps
79,197,4.045,23.0,0.57,10.63,0.4528,Arrington:1998ps
79,197,4.045,23.0,0.555,9.129,0.4218,Arrington:1998ps
79,197,4.045,23.0,0.54,6.962999999999999,0.3725,Arrington:1998ps
79,197,4.045,23.0,0.525,5.3389999999999995,0.3273,Arrington:1998ps
79,197,4.045,23.0,0.51,4.149,0.2921,Arrington:1998ps
79,197,4.045,23.0,0.495,3.122,0.2557,Arrington:1998ps
79,197,4.045,23.0,0.48,2.7960000000000003,0.2444,Arrington:1998ps
79,197,4.045,23.0,0.465,2.068,0.2211,Arrington:1998ps
79,197,4.045,23.0,0.45,1.706,0.2016,Arrington:1998ps
79,197,4.045,23.0,0.435,1.055,0.1599,Arrington:1998ps
79,197,4.045,23.0,0.42,0.9389,0.1513,Arrington:1998ps
79,197,4.045,23.0,0.405,0.7532,0.1364,Arrington:1998ps
79,197,4.045,23.0,0.39,0.5362,0.1156,Arrington:1998ps
79,197,4.045,23.0,0.375,0.3174,0.0897,Arrington:1998ps
79,197,4.045,23.0,0.36,0.1706,0.06676,Arrington:1998ps
79,197,4.045,23.0,0.345,0.1462,0.06212,Arrington:1998ps
79,197,4.045,23.0,0.33,0.04854,0.03837,Arrington:1998ps
79,197,4.045,23.0,0.315,0.09654,0.0512,Arrington:1998ps
79,197,4.045,23.0,0.3,0.04818,0.03809,Arrington:1998ps
79,197,4.045,23.0,0.285,0.02392,0.0293,Arrington:1998ps
79,197,4.045,30.0,2.16,1135.0,9.647,Arrington:1998ps
79,197,4.045,30.0,2.145,1107.0,9.187999999999999,Arrington:1998ps
79,197,4.045,30.0,2.13,1059.0,8.79,Arrington:1998ps
79,197,4.045,30.0,2.115,1040.0,8.527999999999999,Arrington:1998ps
79,197,4.045,30.0,2.1,989.8,8.116,Arrington:1998ps
79,197,4.045,30.0,2.085,967.7,7.935,Arrington:1998ps
79,197,4.045,30.0,2.07,919.8,7.726,Arrington:1998ps
79,197,4.045,30.0,2.055,884.1,7.515,Arrington:1998ps
79,197,4.045,30.0,2.04,878.1,7.5520000000000005,Arrington:1998ps
79,197,4.045,30.0,2.025,853.1,7.422000000000001,Arrington:1998ps
79,197,4.045,30.0,2.01,822.9,7.324,Arrington:1998ps
79,197,4.045,30.0,1.995,779.4,7.17,Arrington:1998ps
79,197,4.045,30.0,1.98,754.5,7.017,Arrington:1998ps
79,197,4.045,30.0,1.965,734.1,6.974,Arrington:1998ps
79,197,4.045,30.0,1.95,721.6,7.0,Arrington:1998ps
79,197,4.045,30.0,1.935,672.8,6.728,Arrington:1998ps
79,197,4.045,30.0,1.92,655.2,6.683,Arrington:1998ps
79,197,4.045,30.0,1.905,617.5,6.546,Arrington:1998ps
79,197,4.045,30.0,1.89,597.7,4.423,Arrington:1998ps
79,197,4.045,30.0,1.875,568.3,4.262,Arrington:1998ps
79,197,4.045,30.0,1.86,547.8,4.163,Arrington:1998ps
79,197,4.045,30.0,1.845,525.0,4.043,Arrington:1998ps
79,197,4.045,30.0,1.83,490.3,3.873,Arrington:1998ps
79,197,4.045,30.0,1.815,478.1,3.873,Arrington:1998ps
79,197,4.045,30.0,1.8,455.9,3.83,Arrington:1998ps
79,197,4.045,30.0,1.785,430.6,3.7460000000000004,Arrington:1998ps
79,197,4.045,30.0,1.77,406.7,3.742,Arrington:1998ps
79,197,4.045,30.0,1.755,383.3,3.68,Arrington:1998ps
79,197,4.045,30.0,1.74,364.6,4.229,Arrington:1998ps
79,197,4.045,30.0,1.725,351.7,4.185,Arrington:1998ps
79,197,4.045,30.0,1.71,343.3,4.12,Arrington:1998ps
79,197,4.045,30.0,1.695,318.4,3.98,Arrington:1998ps
79,197,4.045,30.0,1.68,302.9,3.907,Arrington:1998ps
79,197,4.045,30.0,1.665,283.5,3.7710000000000004,Arrington:1998ps
79,197,4.045,30.0,1.65,267.6,3.693,Arrington:1998ps
79,197,4.045,30.0,1.635,245.7,3.5380000000000003,Arrington:1998ps
79,197,4.045,30.0,1.62,244.4,3.5439999999999996,Arrington:1998ps
79,197,4.045,30.0,1.605,229.3,3.4619999999999997,Arrington:1998ps
79,197,4.045,30.0,1.59,214.2,3.363,Arrington:1998ps
79,197,4.045,30.0,1.575,202.8,3.306,Arrington:1998ps
79,197,4.045,30.0,1.56,190.3,3.216,Arrington:1998ps
79,197,4.045,30.0,1.545,173.5,3.088,Arrington:1998ps
79,197,4.045,30.0,1.53,165.8,1.99,Arrington:1998ps
79,197,4.045,30.0,1.515,154.0,1.8940000000000001,Arrington:1998ps
79,197,4.045,30.0,1.5,145.6,1.835,Arrington:1998ps
79,197,4.045,30.0,1.485,133.7,1.765,Arrington:1998ps
79,197,4.045,30.0,1.47,125.6,1.733,Arrington:1998ps
79,197,4.045,30.0,1.455,116.5,1.6780000000000002,Arrington:1998ps
79,197,4.045,30.0,1.44,109.8,1.6580000000000001,Arrington:1998ps
79,197,4.045,30.0,1.425,100.1,1.6019999999999999,Arrington:1998ps
79,197,4.045,30.0,1.41,92.81,1.801,Arrington:1998ps
79,197,4.045,30.0,1.395,83.54,1.713,Arrington:1998ps
79,197,4.045,30.0,1.38,75.61,1.633,Arrington:1998ps
79,197,4.045,30.0,1.365,66.4,1.547,Arrington:1998ps
79,197,4.045,30.0,1.35,61.01,1.495,Arrington:1998ps
79,197,4.045,30.0,1.335,57.72,1.46,Arrington:1998ps
79,197,4.045,30.0,1.32,48.2,1.35,Arrington:1998ps
79,197,4.045,30.0,1.305,45.49,1.319,Arrington:1998ps
79,197,4.045,30.0,1.29,37.63,1.212,Arrington:1998ps
79,197,4.045,30.0,1.275,32.76,0.9009,Arrington:1998ps
79,197,4.045,30.0,1.26,28.31,0.8323,Arrington:1998ps
79,197,4.045,30.0,1.245,25.5,0.7905,Arrington:1998ps
79,197,4.045,30.0,1.23,21.01,0.7101,Arrington:1998ps
79,197,4.045,30.0,1.215,16.07,0.5994,Arrington:1998ps
79,197,4.045,30.0,1.2,14.36,0.5758,Arrington:1998ps
79,197,4.045,30.0,1.185,12.82,0.5461,Arrington:1998ps
79,197,4.045,30.0,1.17,10.55,0.4959,Arrington:1998ps
79,197,4.045,30.0,1.155,8.356,0.4429,Arrington:1998ps
79,197,4.045,30.0,1.14,7.91,0.4319,Arrington:1998ps
79,197,4.045,30.0,1.125,5.695,0.3685,Arrington:1998ps
79,197,4.045,30.0,1.11,5.756,0.3713,Arrington:1998ps
79,197,4.045,30.0,1.095,4.025,0.3123,Arrington:1998ps
79,197,4.045,30.0,1.08,3.025,0.2716,Arrington:1998ps
79,197,4.045,30.0,1.065,2.716,0.2591,Arrington:1998ps
79,197,4.045,30.0,1.05,2.167,0.2336,Arrington:1998ps
79,197,4.045,30.0,1.035,2.258,0.2421,Arrington:1998ps
79,197,4.045,30.0,1.02,1.651,0.2113,Arrington:1998ps
79,197,4.045,30.0,1.005,1.42,0.2006,Arrington:1998ps
79,197,4.045,30.0,0.99,1.3769999999999998,0.203,Arrington:1998ps
79,197,4.045,30.0,0.975,1.089,0.1865,Arrington:1998ps
79,197,4.045,30.0,0.96,1.0190000000000001,0.2435,Arrington:1998ps
79,197,4.045,30.0,0.945,0.963,0.237,Arrington:1998ps
79,197,4.045,30.0,0.93,0.2297,0.1218,Arrington:1998ps
79,197,4.045,30.0,0.915,0.7504,0.2121,Arrington:1998ps
79,197,4.045,30.0,0.9,0.583,0.1889,Arrington:1998ps
79,197,4.045,30.0,0.885,0.4702,0.1713,Arrington:1998ps
79,197,4.045,30.0,0.87,0.3544,0.1506,Arrington:1998ps
79,197,4.045,30.0,0.855,0.2408,0.1277,Arrington:1998ps
79,197,4.045,30.0,0.84,0.3656,0.1554,Arrington:1998ps
79,197,4.045,30.0,0.825,0.06189,0.0758,Arrington:1998ps
79,197,4.045,30.0,0.81,0.1257,0.09938999999999999,Arrington:1998ps
79,197,4.045,45.0,1.8,0.08463,0.02221,Arrington:1998ps
79,197,4.045,45.0,1.815,0.08272,0.02035,Arrington:1998ps
79,197,4.045,45.0,1.83,0.1324,0.02396,Arrington:1998ps
79,197,4.045,45.0,1.845,0.1584,0.024880000000000003,Arrington:1998ps
79,197,4.045,45.0,1.86,0.1232,0.02129,Arrington:1998ps
79,197,4.045,45.0,1.875,0.2161,0.02755,Arrington:1998ps
79,197,4.045,45.0,1.89,0.2016,0.026369999999999998,Arrington:1998ps
79,197,4.045,45.0,1.905,0.3202,0.03295,Arrington:1998ps
79,197,4.045,45.0,1.92,0.3499,0.03408,Arrington:1998ps
79,197,4.045,45.0,1.935,0.4644,0.038919999999999996,Arrington:1998ps
79,197,4.045,45.0,1.95,0.4397,0.03777,Arrington:1998ps
79,197,4.045,45.0,1.965,0.6484,0.04545,Arrington:1998ps
79,197,4.045,45.0,1.98,0.6863,0.04633,Arrington:1998ps
79,197,4.045,45.0,1.995,0.81,0.04973,Arrington:1998ps
79,197,4.045,45.0,2.01,1.065,0.05826,Arrington:1998ps
79,197,4.045,45.0,2.025,1.22,0.06258999999999999,Arrington:1998ps
79,197,4.045,45.0,2.04,1.494,0.06887,Arrington:1998ps
79,197,4.045,45.0,2.055,1.91,0.07755,Arrington:1998ps
79,197,4.045,45.0,2.07,2.0,0.0788,Arrington:1998ps
79,197,4.045,45.0,2.085,2.338,0.08487,Arrington:1998ps
79,197,4.045,45.0,2.1,2.8289999999999997,0.09222999999999999,Arrington:1998ps
79,197,4.045,45.0,2.115,3.319,0.0999,Arrington:1998ps
79,197,4.045,45.0,2.13,3.7539999999999996,0.09385,Arrington:1998ps
79,197,4.045,45.0,2.145,4.434,0.1002,Arrington:1998ps
79,197,4.045,45.0,2.16,4.979,0.1051,Arrington:1998ps
79,197,4.045,45.0,2.175,5.521,0.1099,Arrington:1998ps
79,197,4.045,45.0,2.19,6.382999999999999,0.12,Arrington:1998ps
79,197,4.045,45.0,2.205,7.274,0.1302,Arrington:1998ps
79,197,4.045,45.0,2.22,7.45,0.2205,Arrington:1998ps
79,197,4.045,45.0,2.235,8.44,0.2321,Arrington:1998ps
79,197,4.045,45.0,2.25,9.32,0.2423,Arrington:1998ps
79,197,4.045,45.0,2.265,10.87,0.2609,Arrington:1998ps
79,197,4.045,45.0,2.28,11.58,0.264,Arrington:1998ps
79,197,4.045,45.0,2.295,13.27,0.284,Arrington:1998ps
79,197,4.045,45.0,2.31,14.33,0.2923,Arrington:1998ps
79,197,4.045,45.0,2.325,15.95,0.3078,Arrington:1998ps
79,197,4.045,45.0,2.34,17.76,0.325,Arrington:1998ps
79,197,4.045,45.0,2.355,19.76,0.3399,Arrington:1998ps
79,197,4.045,45.0,2.37,21.28,0.3532,Arrington:1998ps
79,197,4.045,45.0,2.385,23.88,0.3701,Arrington:1998ps
79,197,4.045,45.0,2.4,26.02,0.3877,Arrington:1998ps
79,197,4.045,45.0,2.415,28.34,0.4053,Arrington:1998ps
79,197,4.045,45.0,2.43,30.89,0.4325,Arrington:1998ps
79,197,4.045,45.0,2.445,33.76,0.4625,Arrington:1998ps
79,197,4.045,45.0,2.46,36.94,0.5061,Arrington:1998ps
79,197,4.045,55.0,2.385,0.2451,0.050660000000000004,Arrington:1998ps
79,197,4.045,55.0,2.4,0.3594,0.05571,Arrington:1998ps
79,197,4.045,55.0,2.415,0.5033,0.06014,Arrington:1998ps
79,197,4.045,55.0,2.43,0.4791,0.05582,Arrington:1998ps
79,197,4.045,55.0,2.445,0.5987,0.06047,Arrington:1998ps
79,197,4.045,55.0,2.46,0.6297,0.061770000000000005,Arrington:1998ps
79,197,4.045,55.0,2.475,0.8919,0.07153,Arrington:1998ps
79,197,4.045,55.0,2.49,1.071,0.07722000000000001,Arrington:1998ps
79,197,4.045,55.0,2.505,1.226,0.08226,Arrington:1998ps
79,197,4.045,55.0,2.52,1.5659999999999998,0.09083,Arrington:1998ps
79,197,4.045,55.0,2.535,1.7690000000000001,0.0957,Arrington:1998ps
79,197,4.045,55.0,2.55,1.982,0.1005,Arrington:1998ps
79,197,4.045,55.0,2.565,2.254,0.1059,Arrington:1998ps
79,197,4.045,55.0,2.58,2.5860000000000003,0.1125,Arrington:1998ps
79,197,4.045,55.0,2.595,3.076,0.1209,Arrington:1998ps
79,197,4.045,55.0,2.61,3.248,0.1111,Arrington:1998ps
79,197,4.045,55.0,2.625,4.01,0.1211,Arrington:1998ps
79,197,4.045,55.0,2.64,4.486000000000001,0.1247,Arrington:1998ps
79,197,4.045,55.0,2.655,5.131,0.1324,Arrington:1998ps
79,197,4.045,55.0,2.67,5.815,0.143,Arrington:1998ps
79,197,4.045,55.0,2.685,6.9,0.1615,Arrington:1998ps
79,197,4.045,55.0,2.7,7.4479999999999995,0.2838,Arrington:1998ps
79,197,4.045,55.0,2.715,8.484,0.302,Arrington:1998ps
79,197,4.045,55.0,2.73,9.254,0.31,Arrington:1998ps
79,197,4.045,55.0,2.745,10.6,0.3328,Arrington:1998ps
79,197,4.045,55.0,2.76,11.54,0.3427,Arrington:1998ps
79,197,4.045,55.0,2.775,13.62,0.3718,Arrington:1998ps
79,197,4.045,55.0,2.79,14.46,0.3803,Arrington:1998ps
79,197,4.045,55.0,2.805,16.21,0.402,Arrington:1998ps
79,197,4.045,55.0,2.82,18.51,0.3758,Arrington:1998ps
79,197,4.045,55.0,2.835,19.92,0.3825,Arrington:1998ps
79,197,4.045,55.0,2.85,22.7,0.4086,Arrington:1998ps
79,197,4.045,55.0,2.865,25.24,0.4417,Arrington:1998ps
79,197,4.045,55.0,2.88,28.74,0.8018,Arrington:1998ps
79,197,4.045,55.0,2.895,30.58,0.8134,Arrington:1998ps
79,197,4.045,55.0,2.91,34.07,0.8552,Arrington:1998ps
79,197,4.045,55.0,2.925,35.76,0.869,Arrington:1998ps
79,197,4.045,55.0,2.94,40.95,0.9214,Arrington:1998ps
79,197,4.045,55.0,2.955,44.97,0.9624,Arrington:1998ps
79,197,4.045,55.0,2.97,46.24,0.971,Arrington:1998ps
79,197,4.045,55.0,2.985,52.44,1.028,Arrington:1998ps
79,197,4.045,55.0,3.0,52.58,1.041,Arrington:1998ps
79,197,4.045,55.0,3.015,62.02,1.1540000000000001,Arrington:1998ps
79,197,4.045,55.0,3.03,66.75,1.2819999999999998,Arrington:1998ps
79,197,4.045,74.0,3.03,0.931,0.07987999999999999,Arrington:1998ps
79,197,4.045,74.0,3.045,0.928,0.07238,Arrington:1998ps
79,197,4.045,74.0,3.06,1.18,0.07103999999999999,Arrington:1998ps
79,197,4.045,74.0,3.075,1.32,0.06956,Arrington:1998ps
79,197,4.045,74.0,3.09,1.26,0.06867000000000001,Arrington:1998ps
79,197,4.045,74.0,3.105,1.84,0.07802,Arrington:1998ps
79,197,4.045,74.0,3.12,2.13,0.08371,Arrington:1998ps
79,197,4.045,74.0,3.135,2.64,0.09134,Arrington:1998ps
79,197,4.045,74.0,3.15,3.13,0.09891,Arrington:1998ps
79,197,4.045,74.0,3.165,3.83,0.1072,Arrington:1998ps
79,197,4.045,74.0,3.18,4.34,0.1137,Arrington:1998ps
79,197,4.045,74.0,3.195,4.77,0.1192,Arrington:1998ps
79,197,4.045,74.0,3.21,5.83,0.1318,Arrington:1998ps
79,197,4.045,74.0,3.225,7.28,0.1332,Arrington:1998ps
79,197,4.045,74.0,3.24,7.52,0.1376,Arrington:1998ps
79,197,4.045,74.0,3.255,8.69,0.2833,Arrington:1998ps
79,197,4.045,74.0,3.27,9.13,0.2849,Arrington:1998ps
79,197,4.045,74.0,3.285,11.1,0.3086,Arrington:1998ps
79,197,4.045,74.0,3.3,13.2,0.3353,Arrington:1998ps
79,197,4.045,74.0,3.315,14.2,0.355,Arrington:1998ps
79,197,4.045,74.0,3.33,16.8,0.383,Arrington:1998ps
79,197,4.045,74.0,3.345,17.9,0.4027,Arrington:1998ps
79,197,4.045,74.0,3.36,20.2,0.4363,Arrington:1998ps
79,197,4.045,74.0,3.375,24.7,0.4866,Arrington:1998ps
79,197,4.045,74.0,3.39,24.2,0.5203,Arrington:1998ps
79,197,4.212,53.39,2.6586,1.6369999999999998,0.1014,Arrington:1995hs
79,197,4.212,53.39,2.6689,1.839,0.09176000000000001,Arrington:1995hs
79,197,4.212,53.39,2.6807,2.206,0.09937,Arrington:1995hs
79,197,4.212,53.39,2.6924,2.699,0.1103,Arrington:1995hs
79,197,4.212,53.39,2.7042,2.946,0.1147,Arrington:1995hs
79,197,4.212,53.39,2.7159,3.484,0.124,Arrington:1995hs
79,197,4.212,53.39,2.7277,3.6,0.1236,Arrington:1995hs
79,197,4.212,53.39,2.7395,3.69,0.1236,Arrington:1995hs
79,197,4.212,53.39,2.7512,3.94,0.1263,Arrington:1995hs
79,197,4.212,53.39,2.763,4.31,0.1313,Arrington:1995hs
79,197,4.212,53.39,2.7747,5.149,0.1457,Arrington:1995hs
79,197,4.212,53.39,2.7865,6.43,0.1677,Arrington:1995hs
79,197,4.212,53.39,2.7982,6.766,0.1764,Arrington:1995hs
79,197,4.212,53.39,2.81,7.507999999999999,0.1912,Arrington:1995hs
79,197,5.12,56.64,3.5666,0.4972,0.03053,Arrington:1995hs
79,197,5.12,56.64,3.5769,0.5827,0.02783,Arrington:1995hs
79,197,5.12,56.64,3.5887,0.7186,0.030539999999999998,Arrington:1995hs
79,197,5.12,56.64,3.6004,0.8085,0.032080000000000004,Arrington:1995hs
79,197,5.12,56.64,3.6122,0.9029,0.03368,Arrington:1995hs
79,197,5.12,56.64,3.6239,0.9728,0.03462,Arrington:1995hs
79,197,5.12,56.64,3.6357,1.101,0.03664,Arrington:1995hs
79,197,5.12,56.64,3.6475,1.2229999999999999,0.03857,Arrington:1995hs
79,197,5.12,56.64,3.6592,1.382,0.04113,Arrington:1995hs
79,197,5.12,56.64,3.671,1.556,0.04386,Arrington:1995hs
79,197,5.12,56.64,3.6827,1.781,0.04704,Arrington:1995hs
79,197,5.12,56.64,3.6945,2.042,0.05099,Arrington:1995hs
79,197,5.12,56.64,3.7062,2.1830000000000003,0.05396,Arrington:1995hs
79,197,5.12,56.64,3.718,2.597,0.06093,Arrington:1995hs
79,197,5.766,18.0,2.3101,4024.3,12.132,Fomin:2010ei
79,197,5.766,18.0,2.212,3702.2,10.705,Fomin:2010ei
79,197,5.766,18.0,2.1216,3339.0,10.021,Fomin:2010ei
79,197,5.766,18.0,2.0386,2975.8,9.8533,Fomin:2010ei
79,197,5.766,18.0,1.9618,2639.7,9.7488,Fomin:2010ei
79,197,5.766,18.0,1.8904,2360.3,9.8543,Fomin:2010ei
79,197,5.766,18.0,1.8242,2043.2,10.243,Fomin:2010ei
79,197,5.766,18.0,1.7624,1781.8,4.5099,Fomin:2010ei
79,197,5.766,18.0,1.7046,1562.6,4.0671,Fomin:2010ei
79,197,5.766,18.0,1.6506,1396.5,3.9375,Fomin:2010ei
79,197,5.766,18.0,1.5999,1253.9,3.7159,Fomin:2010ei
79,197,5.766,18.0,1.552,1123.7,3.6355,Fomin:2010ei
79,197,5.766,18.0,1.5071,986.66,3.5136,Fomin:2010ei
79,197,5.766,18.0,1.4647,878.94,3.427,Fomin:2010ei
79,197,5.766,18.0,1.4246,794.75,3.3897,Fomin:2010ei
79,197,5.766,18.0,1.3866,715.97,3.326,Fomin:2010ei
79,197,5.766,18.0,1.3507,618.85,3.1854,Fomin:2010ei
79,197,5.766,18.0,1.3164,539.81,3.0551,Fomin:2010ei
79,197,5.766,18.0,1.284,489.06,3.0284,Fomin:2010ei
79,197,5.766,18.0,1.2531,430.71,2.9463,Fomin:2010ei
79,197,5.766,18.0,1.2236,363.84,2.7875,Fomin:2010ei
79,197,5.766,18.0,1.1955,309.4,2.6681,Fomin:2010ei
79,197,5.766,18.0,1.1687,265.52,2.5526,Fomin:2010ei
79,197,5.766,18.0,1.1429,218.32,2.4402,Fomin:2010ei
79,197,5.766,18.0,1.1184,181.99,0.79402,Fomin:2010ei
79,197,5.766,18.0,1.0949,149.7,0.6987899999999999,Fomin:2010ei
79,197,5.766,18.0,1.0723,121.98,0.62062,Fomin:2010ei
79,197,5.766,18.0,1.0506,99.134,0.55783,Fomin:2010ei
79,197,5.766,18.0,1.0299,81.455,0.50165,Fomin:2010ei
79,197,5.766,18.0,1.0098,67.055,0.45752,Fomin:2010ei
79,197,5.766,18.0,0.9906299999999999,55.341,0.42491999999999996,Fomin:2010ei
79,197,5.766,18.0,0.97214,45.701,0.39115,Fomin:2010ei
79,197,5.766,18.0,0.9542799999999999,38.376999999999995,0.36817,Fomin:2010ei
79,197,5.766,18.0,0.93711,32.529,0.34256,Fomin:2010ei
79,197,5.766,18.0,0.92055,27.89,0.32495999999999997,Fomin:2010ei
79,197,5.766,18.0,0.90451,23.287,0.30096999999999996,Fomin:2010ei
79,197,5.766,18.0,0.88907,19.589000000000002,0.2831,Fomin:2010ei
79,197,5.766,18.0,0.87415,16.648,0.26242,Fomin:2010ei
79,197,5.766,18.0,0.8596799999999999,14.094000000000001,0.24849000000000002,Fomin:2010ei
79,197,5.766,18.0,0.84572,12.963,0.24006,Fomin:2010ei
79,197,5.766,18.0,0.83221,10.908,0.22243000000000002,Fomin:2010ei
79,197,5.766,18.0,0.81908,9.5138,0.21188,Fomin:2010ei
79,197,5.766,18.0,0.8064,8.3081,0.20239000000000001,Fomin:2010ei
79,197,5.766,18.0,0.7941,7.5191,0.19565,Fomin:2010ei
79,197,5.766,18.0,0.78214,6.3506,0.18078,Fomin:2010ei
79,197,5.766,18.0,0.77057,5.4503,0.17125,Fomin:2010ei
79,197,5.766,18.0,0.75934,5.142,0.16825,Fomin:2010ei
79,197,5.766,18.0,0.74839,4.3425,0.15815,Fomin:2010ei
79,197,5.766,18.0,0.73779,3.6958,0.14807,Fomin:2010ei
79,197,5.766,18.0,0.72749,2.8841,0.13205999999999998,Fomin:2010ei
79,197,5.766,18.0,0.71744,2.7845,0.13082,Fomin:2010ei
79,197,5.766,18.0,0.7076899999999999,2.4774,0.1248,Fomin:2010ei
79,197,5.766,18.0,0.6982,1.9458,0.1129,Fomin:2010ei
79,197,5.766,18.0,0.68894,2.1163,0.11925,Fomin:2010ei
79,197,5.766,18.0,0.67994,1.7568,0.10958,Fomin:2010ei
79,197,5.766,18.0,0.67118,1.6849,0.10830999999999999,Fomin:2010ei
79,197,5.766,18.0,0.66262,1.3085,0.098072,Fomin:2010ei
79,197,5.766,18.0,0.6542899999999999,1.1999,0.095457,Fomin:2010ei
79,197,5.766,18.0,0.64618,1.0828,0.091835,Fomin:2010ei
79,197,5.766,18.0,0.63823,0.95275,0.08661,Fomin:2010ei
79,197,5.766,18.0,0.63051,0.8145100000000001,0.08104299999999999,Fomin:2010ei
79,197,5.766,18.0,0.62297,0.77961,0.07998200000000001,Fomin:2010ei
79,197,5.766,18.0,0.61558,0.7021,0.0766,Fomin:2010ei
79,197,5.766,18.0,0.60839,0.61155,0.07257000000000001,Fomin:2010ei
79,197,5.766,18.0,0.60137,0.77877,0.083013,Fomin:2010ei
79,197,5.766,18.0,0.59448,0.40086,0.059740999999999995,Fomin:2010ei
79,197,5.766,18.0,0.58777,0.37179,0.059514,Fomin:2010ei
79,197,5.766,18.0,0.58121,0.36271,0.058061,Fomin:2010ei
79,197,5.766,18.0,0.5747800000000001,0.44661999999999996,0.06656000000000001,Fomin:2010ei
79,197,5.766,18.0,0.5685100000000001,0.47903,0.069858,Fomin:2010ei
79,197,5.766,18.0,0.56237,0.27108000000000004,0.052134,Fomin:2010ei
79,197,5.766,18.0,0.55634,0.1987,0.045526,Fomin:2010ei
79,197,5.766,18.0,0.5504600000000001,0.20622,0.04725,Fomin:2010ei
79,197,5.766,18.0,0.54471,0.2161,0.049513,Fomin:2010ei
79,197,5.766,18.0,0.53905,0.17997,0.044916000000000005,Fomin:2010ei
79,197,5.766,18.0,0.5335300000000001,0.12604,0.037870999999999995,Fomin:2010ei
79,197,5.766,18.0,0.52812,0.14532,0.041826,Fomin:2010ei
79,197,5.766,18.0,0.5228,0.14985,0.043129,Fomin:2010ei
79,197,5.766,18.0,0.51761,0.19899,0.049662,Fomin:2010ei
79,197,5.766,18.0,0.51251,0.11692999999999999,0.038782,Fomin:2010ei
79,197,5.766,18.0,0.50751,0.08443300000000001,0.034114,Fomin:2010ei
79,197,5.766,18.0,0.50261,0.18511,0.049365,Fomin:2010ei
79,197,5.766,18.0,0.4978,0.065434,0.032057,Fomin:2010ei
79,197,5.766,18.0,0.49308,0.06433,0.031516,Fomin:2010ei
79,197,5.766,18.0,0.48845,0.051297,0.028675,Fomin:2010ei
79,197,5.766,18.0,0.48391000000000006,0.13085,0.043399,Fomin:2010ei
79,197,5.766,18.0,0.47945,0.040315,0.026876999999999998,Fomin:2010ei
